Date,Commodities,Sweden,Europe_Dev,Gold,Bonds_Corporate,USA_EqWeight,Bonds_Short_1-3Y,USA_SP500,Bonds_Long_20Y,REITs,Bonds_TIPS,Emerging,Cash
2012-10-17,0.00032157468413696044,0.006718368072655023,0.007688013384164583,0.0006924286093163978,-0.0019558074764527422,0.005476666227824056,-1.5869854708139286e-06,0.004531049901629336,-0.009272261762301448,-0.002748393904421942,-0.0002051311058376415,0.008035745854181986,9.411762964850467e-05
2012-10-18,-0.00038154140247714796,0.00667358403767726,-0.0012767656069094802,-0.004439576466744977,-0.0018779046490150497,0.0003759150528506172,8.904259227504596e-05,-0.0026025878604800656,-0.006131271398949978,0.010236679879013888,-0.0006058658631994396,-0.002829505849610614,9.411762964850467e-05
2012-10-19,-0.0151550943753328,-0.022731306724342315,-0.014016663678805164,-0.010798424202762669,0.0017903253203428449,-0.01595939713232597,-9.220835024059681e-05,-0.01666816851247077,0.013563622744838355,-0.00832674779209197,0.0016000980702353118,-0.015552379607314148,9.411762964850467e-05
2012-10-22,-0.004672672060678895,0.007856407369584817,0.0034408003786241537,0.0036375130503873976,-0.002367302677919514,-0.0007631008204627143,8.904259227504596e-05,0.00013630397875141753,-0.006415614016986759,-0.00503975547362534,-0.0006045465768461655,0.010272940153356336,9.411762964850467e-05
2012-10-23,-0.01222970716123939,-0.026271677417364137,-0.02575536469451778,-0.012845589252612477,0.00170884269263194,-0.011839049118074985,-1.5869854708139286e-06,-0.013880077187754747,0.014294888701013697,-0.01012561150978919,0.00019544285599204514,-0.020845034379535665,9.411762964850467e-05
2012-10-24,-0.00293586580315941,-0.0062071332180861916,-0.004410202237370653,-0.0034613597694211906,-0.0026939723295072993,-0.004830736196950847,-9.220835024059681e-05,-0.0028317122343562984,-0.009870614600075323,-0.0007796443487023685,-0.0002041283214053724,0.0016799904599886784,9.411762964850467e-05
2012-10-25,0.002519988582300403,0.008055604535809557,0.005748211616699583,0.007020453909185154,-0.002864619507247923,0.0038836625340905595,-1.5869854708139286e-06,0.002903364658507712,-0.005111238620711944,-0.002795886743895193,-0.00120688657527257,0.009884795422250958,9.411762964850467e-05
2012-10-26,0.0021501736400597604,0.002898239090808996,0.0030754517191062813,-0.0005580146779077255,0.004911038586693062,-0.0009672285409455528,-1.5869854708139286e-06,-0.0005690495188566125,0.01471969432792708,-0.008710748115824285,0.0007980798228139907,-0.006943459405324148,9.411762964850467e-05
2012-10-31,-0.0007552037498858022,0.003978019994774762,0.00613567804176296,0.0054081879001410815,0.0030930769718819917,0.0019358693193778365,-1.5869854708139286e-06,-3.5698287639274184e-06,0.005862600383285788,0.009718931434580025,0.0005967302511618033,-0.0014556208715519325,9.411762964850467e-05
2012-11-01,0.0017842078510241777,0.009020007774789285,0.008278081370014734,-0.004571344078140083,-0.004394603242025119,0.014299666923143661,8.904259227504596e-05,0.010467059723080485,-0.008194613071551782,0.004810769433517326,0.000997745355173052,0.014690268319893507,9.411762964850467e-05
2012-11-02,-0.01705287774314257,-0.006098549748541404,-0.01081253219818512,-0.02091065130488301,-0.0019644902986031276,-0.009715998018327343,-1.5869854708139286e-06,-0.008895378863784664,-0.000744155898036114,0.006642410176893154,-4.362689847159373e-06,-0.006187381796516345,9.411762964850467e-05
2012-11-05,0.008444436013318457,0.00034819319741030696,-0.00044143563456044976,0.003858633307338266,0.00048573899619874794,0.0036549194349604353,-0.0001831720053399044,0.002044836048481713,0.005635736368819755,-0.006608035205291851,-4.362689847159373e-06,0.004768120469968107,9.411762964850467e-05
2012-11-06,0.01787278037067863,0.012231685705513362,0.009177733424251988,0.01879202107357747,-0.0048292387312278695,0.00881717187775477,-1.5869854708139286e-06,0.00782165512177424,-0.009442376333745117,0.004323485835767471,0.0003957925392539252,0.006410427738331226,9.411762964850467e-05
2012-11-07,-0.018694681108244682,-0.010684451064273626,-0.022101260213687857,0.0011266867098149724,0.0020488294677487584,-0.020329907238395895,-1.5869854708139286e-06,-0.022667460944068907,0.018137298930277046,-0.004468386049525597,0.00019604430626074532,-0.015138238432001905,9.411762964850467e-05
2012-11-08,0.001432920820709782,-0.010439829439701231,-0.011080926348313924,0.008993708346150653,-0.0009894958731437864,-0.013188971509215275,-1.5869854708139286e-06,-0.01202735634306229,0.014830905718179688,-0.011909424396551738,-4.362689847159373e-06,-0.012250746537977197,9.411762964850467e-05
2012-11-09,0.008005049013750876,-0.010912829697052095,-0.00806906346968117,-0.0010277955447616227,-0.0024670899934867707,0.0005891851970867279,-1.5869854708139286e-06,0.0008658985698490884,0.001105127242477355,-0.0026646580734441816,-4.362689847159373e-06,0.0036320213221308073,9.411762964850467e-05
2012-11-12,-0.004740201307799619,0.003294437852595866,0.004060771793306328,-0.002220646388717329,0.0001593852922969763,0.0007857719478012726,-1.5869854708139286e-06,0.0007925589333084293,0.001658667407719694,-0.0023581435529130834,0.00019549248933881103,0.0028929009781195614,9.411762964850467e-05
2012-11-13,-0.0018501601115362698,-0.013560052878143547,-0.00945115799626639,-0.0021059630151333275,0.0004062282320624888,-0.0031397794430788606,-1.5869854708139286e-06,-0.0034751706970503893,0.0033204996220377314,-0.0007912408240382529,-0.0002041779349216677,-0.009425274366210212,9.411762964850467e-05
2012-11-14,0.0028875970477861834,-0.0037237271989395415,-0.008178471868459325,0.00022349595099302455,0.002050618267855686,-0.013585575399849836,-1.5869854708139286e-06,-0.013502092941061195,0.0009401311852703653,-0.018732987252566113,-0.000404482377823423,-0.01463179050032093,9.411762964850467e-05
2012-11-15,-0.004030142617002408,-0.0059730909413370226,0.00045340562553009,-0.006298018430731189,-0.0019750545786434426,0.0,0.0001800310135062766,-0.0016957948685685231,-0.0019807281882890937,-0.004655847438762906,-4.362689847159373e-06,0.0034504496323612965,9.411762964850467e-05
2012-11-16,0.004351005878123537,-0.0067589333025023235,-0.006869508587420081,-0.0012801647966449448,0.0003243068418417039,0.005788687820495575,-9.220835024059681e-05,0.004933555825672675,-0.0008784183607889462,0.006118234793025534,0.0005958523351636824,0.00245201376393811,9.411762964850467e-05
2012-11-19,0.018872383217610977,0.030554435913572764,0.023498010447457585,0.011980723361117773,0.003118331855809675,0.018059145633059215,-1.5869854708139286e-06,0.020235501921484378,-0.005625618048728631,0.012327290470298902,-4.362689847159373e-06,0.017687584283236246,9.411762964850467e-05
2012-11-20,-0.006808574171679238,-0.001842717290452156,0.0076499076210494454,-0.0028751715655035426,-0.00311891684796195,0.0005846395895892087,-1.5869854708139286e-06,0.00042813900151128514,-0.010034802719782188,0.007430419840720015,-0.0002041779349216677,-0.002427597618933297,9.411762964850467e-05
2012-11-21,0.0042801913907069,0.004757090101074279,0.004017062573493435,0.0009997399144212604,0.0007339501875782695,0.0023377481528286115,-1.5869854708139286e-06,0.0018641255408007318,-0.0005704576069830436,-0.0017319432931947043,0.00019549248933881103,-0.001464223701347911,9.411762964850467e-05
2012-11-23,0.0035465512229888585,0.03248153083984251,0.029812828165478367,0.012218600401559643,0.0004054869857335053,0.012050565076306974,-1.5869854708139286e-06,0.01362136629852495,-0.0009736383337838328,0.007388518943266531,0.0003958816720224245,0.0155065118000135,9.411762964850467e-05
2012-11-26,-0.0014554725648274758,0.00564577725042037,-4.362689847159373e-06,-0.001077146437696519,0.0016377337740218767,-0.002880793331224818,8.904259227504596e-05,-0.00212582912186976,0.004742659339586508,0.0020253608747509144,0.00039521018546473385,0.0014209408998451245,9.411762964850467e-05
2012-11-27,-0.0014575878241664952,-0.01724086331733088,-0.00259711386275574,-0.004265301392591847,0.0005678708192751181,-0.003851696796759674,8.954781479331153e-05,-0.005108302304346668,0.00391794345724894,-0.005615014526252238,0.0001953950655382286,-0.008356771698442178,9.411762964850467e-05
2012-11-28,-0.003246728886521333,0.013583683118190581,0.007794777949270193,-0.012818897470184165,-0.00016868423653060294,0.008893883194342145,-1.5869854708139286e-06,0.008048789124306621,-0.001444781895985514,-0.0012586291874059352,-4.362689847159373e-06,0.00479658170684516,9.411762964850467e-05
2012-11-29,0.006782430172558307,0.004224029386502348,0.00558431800700121,0.003766744004999545,0.0007322829374893924,0.003257724054248623,-1.5869854708139286e-06,0.004662110712642553,0.0001520196422177822,0.005487504791856557,0.0009945332403853424,0.006927845157361112,9.411762964850467e-05
2012-11-30,0.0006823617802718118,0.005611969188154209,0.0055536974195924405,-0.006774961431440074,-8.702159367479645e-05,0.0011461904574054937,-9.271348093997656e-05,0.0002075740012890126,-0.0027245110176378207,0.0020238911116008396,0.0007943242043666476,-0.001438038025513566,9.411762964850467e-05
2012-12-03,0.0024610019037922815,0.004182260908750957,0.0038222564987602237,0.0004659521341583428,0.0011036971095177428,-0.004197735447245221,-7.39813901876607e-05,-0.0049279779468641705,0.0009151201379582474,0.004044427984198906,0.00019509867265044,0.00022623357734485872,9.411762964850467e-05
2012-12-04,-0.008904798167606365,0.007993658206514764,0.0063489151942977,-0.010309025513954295,0.0008970232712686155,-0.0009579654043836427,-1.5869854708139286e-06,-0.0014174091796007593,0.0057679862561113016,0.0015463321532447338,-4.362689847159373e-06,0.0026051422165866978,9.411762964850467e-05
2012-12-05,-0.0011045773527963432,0.004822612033340334,0.000416522420515264,-0.0018404556087714408,0.0020436902664848766,0.004027550004426228,-1.5869854708139286e-06,0.0017658909006545986,-0.000486759839296802,-0.0031020368575022106,0.0009925412262827837,0.011378609292536535,9.411762964850467e-05
2012-12-06,-0.008993896601056872,0.0013624166307819596,0.003361193594978884,0.0022995673316275056,-0.00016823826760881122,0.0028653852481561604,-1.5869854708139286e-06,0.0033893310133774612,0.0021465342911624052,0.009316245016636637,-0.00020389138228715797,0.0063235581813652075,9.411762964850467e-05
2012-12-07,-0.00111529949096012,-0.005845606395332492,-0.005455222043849961,0.003996338837055191,-0.0023775491343143162,0.004952331991865178,8.90409402536374e-05,0.0030247011054680417,-0.009244482365740603,0.0036891911195473526,0.00039426471095027615,0.0034849101009819528,9.411762964850467e-05
2012-12-10,-0.0022033204957999653,0.0034397523789493345,0.001682125290150216,0.003859185012516697,0.0008965542923298209,0.002274566718489357,-9.22066985186154e-05,0.0004175875728678058,0.004412994798189684,-0.0004647662032080113,-0.00040283125015816434,0.00672603656650228,9.411762964850467e-05
2012-12-11,-0.001844711244443964,0.00721231906611397,0.011359319118847688,-0.0009206011450528795,-0.0036920018569738255,0.005672972108637042,8.90409402536374e-05,0.006805202391412912,-0.007609861836057941,0.0024498739542428982,-0.00040248046727364706,0.0050653992922231605,9.411762964850467e-05
